Entity properties name,Variable DCID,Variable observation date,Variable observation value,Variable properties name,Smoothed_Value
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-06-29,14,Air Quality Index,21.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-06-30,20,Air Quality Index,19.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-08-07,65,Air Quality Index,19.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-08-08,11,Air Quality Index,20.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-08-09,6,Air Quality Index,20.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-08-10,13,Air Quality Index,19.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-08-12,13,Air Quality Index,11.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-08-13,17,Air Quality Index,10
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-08-14,14,Air Quality Index,10
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-08-15,6,Air Quality Index,13
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-08-16,1,Air Quality Index,13.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-08-17,6,Air Quality Index,11.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-08-19,34,Air Quality Index,10.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-08-20,16,Air Quality Index,10.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-08-21,5,Air Quality Index,11.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-08-22,3,Air Quality Index,10.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-08-23,8,Air Quality Index,7
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-08-24,7,Air Quality Index,6.57142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-08-25,3,Air Quality Index,5.85714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-08-26,7,Air Quality Index,6.42857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-08-27,13,Air Quality Index,7.85714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-08-28,0,Air Quality Index,11.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-08-29,7,Air Quality Index,13.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-08-30,18,Air Quality Index,17.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-08-31,31,Air Quality Index,17.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-09-01,20,Air Quality Index,20.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-09-02,31,Air Quality Index,20.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-09-03,16,Air Quality Index,20
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-09-04,22,Air Quality Index,17.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-09-05,7,Air Quality Index,15.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-09-06,13,Air Quality Index,12.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-09-07,16,Air Quality Index,10.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-09-08,2,Air Quality Index,12.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-09-09,9,Air Quality Index,16.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-09-10,5,Air Quality Index,18
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-09-11,33,Air Quality Index,19.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-09-12,36,Air Quality Index,24.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-09-13,25,Air Quality Index,25.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-09-14,28,Air Quality Index,25.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-09-15,37,Air Quality Index,20.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-09-16,17,Air Quality Index,18.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-09-17,0,Air Quality Index,15
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-09-18,0,Air Quality Index,11.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-09-19,23,Air Quality Index,7.42857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-09-20,0,Air Quality Index,5.14285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-09-21,3,Air Quality Index,5.42857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-09-22,9,Air Quality Index,5.42857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-09-23,1,Air Quality Index,4
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-09-24,2,Air Quality Index,7.57142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-09-25,0,Air Quality Index,12.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-09-26,13,Air Quality Index,12.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-09-27,25,Air Quality Index,18.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-09-28,36,Air Quality Index,19.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-10-01,9,Air Quality Index,23.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-10-04,45,Air Quality Index,26.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-10-05,10,Air Quality Index,25.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-10-06,28,Air Quality Index,23.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-10-07,35,Air Quality Index,27
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-10-08,17,Air Quality Index,28.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-10-09,21,Air Quality Index,29.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-10-10,33,Air Quality Index,27.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-10-11,57,Air Quality Index,25.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-10-12,14,Air Quality Index,27.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-10-13,13,Air Quality Index,26.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-10-14,25,Air Quality Index,24
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-10-15,27,Air Quality Index,18.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-10-16,18,Air Quality Index,19.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-10-17,14,Air Quality Index,20.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-10-18,16,Air Quality Index,17.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-10-19,25,Air Quality Index,14.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-10-20,17,Air Quality Index,13.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-10-21,8,Air Quality Index,11.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-10-22,6,Air Quality Index,10.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-10-23,7,Air Quality Index,9.14285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-10-24,4,Air Quality Index,9.57142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-10-25,7,Air Quality Index,12.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-10-26,15,Air Quality Index,16.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-10-27,20,Air Quality Index,20.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-10-28,30,Air Quality Index,23.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-10-29,31,Air Quality Index,25.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-10-30,35,Air Quality Index,25.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-10-31,28,Air Quality Index,26.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-11-01,22,Air Quality Index,25.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-11-02,11,Air Quality Index,21.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-11-03,27,Air Quality Index,17.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-11-04,25,Air Quality Index,13.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-11-05,4,Air Quality Index,12.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-11-06,5,Air Quality Index,18
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-11-07,1,Air Quality Index,19
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-11-08,12,Air Quality Index,17.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-11-09,52,Air Quality Index,18.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-11-10,34,Air Quality Index,19.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-11-11,17,Air Quality Index,20.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-11-12,10,Air Quality Index,21.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-11-13,8,Air Quality Index,16.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-11-14,8,Air Quality Index,16.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-11-15,24,Air Quality Index,20.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-11-16,16,Air Quality Index,27.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-11-17,35,Air Quality Index,33.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-11-18,43,Air Quality Index,40.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-11-19,59,Air Quality Index,45.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-11-20,48,Air Quality Index,47.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-11-21,58,Air Quality Index,47
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-11-22,60,Air Quality Index,45
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-11-23,32,Air Quality Index,41
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-11-24,29,Air Quality Index,34.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-11-25,29,Air Quality Index,27.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-11-26,31,Air Quality Index,21.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-11-27,5,Air Quality Index,21.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-11-28,9,Air Quality Index,19.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-11-29,18,Air Quality Index,15.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-11-30,29,Air Quality Index,15.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-12-01,13,Air Quality Index,21.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-12-02,3,Air Quality Index,26.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-12-03,34,Air Quality Index,32.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-12-04,46,Air Quality Index,36.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-12-09,44,Air Quality Index,43.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-12-10,58,Air Quality Index,51.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-12-11,58,Air Quality Index,47.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-12-14,63,Air Quality Index,42
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-12-16,56,Air Quality Index,43.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-12-17,7,Air Quality Index,44
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-12-18,8,Air Quality Index,43.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-12-19,53,Air Quality Index,40.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-12-21,63,Air Quality Index,37.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-12-22,57,Air Quality Index,39.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-12-23,38,Air Quality Index,43.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-12-24,35,Air Quality Index,44.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-12-25,20,Air Quality Index,43.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-12-26,38,Air Quality Index,42.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-12-28,58,Air Quality Index,46.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-12-29,57,Air Quality Index,50.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2009-12-30,54,Air Quality Index,54.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-01-03,62,Air Quality Index,57.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-01-05,66,Air Quality Index,52
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-01-06,45,Air Quality Index,51.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-01-07,60,Air Quality Index,45.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-01-08,20,Air Quality Index,39.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-01-10,56,Air Quality Index,32.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-01-11,11,Air Quality Index,29.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-01-12,20,Air Quality Index,23.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-01-13,14,Air Quality Index,21.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-01-14,25,Air Quality Index,17.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-01-15,21,Air Quality Index,23.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-01-16,1,Air Quality Index,26.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-01-17,30,Air Quality Index,33.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-01-18,51,Air Quality Index,39.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-01-19,44,Air Quality Index,44.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-01-20,61,Air Quality Index,53.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-01-21,66,Air Quality Index,58.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-01-23,61,Air Quality Index,60.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-01-25,59,Air Quality Index,61.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-01-26,65,Air Quality Index,62.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-01-27,65,Air Quality Index,62.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-01-28,55,Air Quality Index,61.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-01-29,64,Air Quality Index,59.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-02-01,66,Air Quality Index,56.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-02-02,58,Air Quality Index,54
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-02-03,46,Air Quality Index,50.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-02-04,43,Air Quality Index,42.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-02-05,46,Air Quality Index,37.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-02-06,32,Air Quality Index,32.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-02-07,8,Air Quality Index,33
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-02-08,31,Air Quality Index,34.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-02-09,21,Air Quality Index,36.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-02-10,50,Air Quality Index,38.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-02-11,55,Air Quality Index,39
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-02-12,61,Air Quality Index,40.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-02-13,45,Air Quality Index,42.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-02-14,10,Air Quality Index,39.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-02-15,41,Air Quality Index,37.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-02-16,35,Air Quality Index,37.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-02-17,30,Air Quality Index,40.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-02-18,40,Air Quality Index,47
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-02-20,63,Air Quality Index,48.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-02-21,64,Air Quality Index,48.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-02-23,56,Air Quality Index,48.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-02-24,53,Air Quality Index,51
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-02-25,32,Air Quality Index,42.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-02-26,34,Air Quality Index,34
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-02-27,55,Air Quality Index,30
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-02-28,6,Air Quality Index,24.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-03-01,2,Air Quality Index,22.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-03-02,28,Air Quality Index,21.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-03-03,12,Air Quality Index,14.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-03-04,22,Air Quality Index,15.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-03-05,25,Air Quality Index,17.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-03-06,5,Air Quality Index,14.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-03-07,16,Air Quality Index,13.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-03-08,12,Air Quality Index,12.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-03-09,11,Air Quality Index,11.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-03-10,5,Air Quality Index,11.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-03-11,15,Air Quality Index,10.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-03-12,15,Air Quality Index,11.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-03-13,8,Air Quality Index,16.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-03-14,9,Air Quality Index,19.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-03-15,19,Air Quality Index,24.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-03-18,44,Air Quality Index,28.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-03-19,27,Air Quality Index,32.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-03-20,47,Air Quality Index,37.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-03-21,44,Air Quality Index,36.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-03-22,40,Air Quality Index,34.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-03-23,39,Air Quality Index,34.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-03-24,16,Air Quality Index,30
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-03-25,28,Air Quality Index,26.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-03-26,30,Air Quality Index,24.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-03-27,13,Air Quality Index,21.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-03-28,18,Air Quality Index,22.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-03-29,26,Air Quality Index,23
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-03-30,22,Air Quality Index,26.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-03-31,23,Air Quality Index,30.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-04-01,29,Air Quality Index,35.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-04-02,52,Air Quality Index,40.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-04-03,46,Air Quality Index,41.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-04-04,52,Air Quality Index,45.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-04-05,59,Air Quality Index,48.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-04-06,30,Air Quality Index,48.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-04-07,51,Air Quality Index,51
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-04-08,47,Air Quality Index,53
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-04-09,56,Air Quality Index,52.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-04-10,62,Air Quality Index,55.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-04-11,66,Air Quality Index,55
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-04-12,55,Air Quality Index,57
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-04-13,54,Air Quality Index,57.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-04-14,45,Air Quality Index,55.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-04-15,61,Air Quality Index,51.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-04-16,60,Air Quality Index,48.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-04-17,47,Air Quality Index,48.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-04-18,37,Air Quality Index,45.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-04-19,34,Air Quality Index,41.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-04-20,53,Air Quality Index,38.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-04-21,25,Air Quality Index,40
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-04-22,32,Air Quality Index,38.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-04-23,39,Air Quality Index,36.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-04-24,60,Air Quality Index,33
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-04-25,26,Air Quality Index,31.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-04-26,20,Air Quality Index,29.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-04-27,29,Air Quality Index,26.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-04-28,17,Air Quality Index,21.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-04-29,16,Air Quality Index,19.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-04-30,18,Air Quality Index,20.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-05-01,26,Air Quality Index,21.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-05-02,13,Air Quality Index,22.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-05-03,26,Air Quality Index,23.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-05-04,33,Air Quality Index,25
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-05-05,24,Air Quality Index,26.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-05-06,25,Air Quality Index,30.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-05-07,28,Air Quality Index,31.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-05-08,34,Air Quality Index,29.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-05-09,44,Air Quality Index,28.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-05-10,32,Air Quality Index,28.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-05-11,21,Air Quality Index,28.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-05-12,16,Air Quality Index,26.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-05-13,24,Air Quality Index,23
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-05-14,28,Air Quality Index,22
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-05-15,23,Air Quality Index,25.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-05-16,17,Air Quality Index,26.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-05-17,25,Air Quality Index,28.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-05-18,48,Air Quality Index,27.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-05-19,22,Air Quality Index,28.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-05-20,37,Air Quality Index,33
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-05-21,20,Air Quality Index,33.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-05-22,33,Air Quality Index,30
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-05-23,46,Air Quality Index,30.4285714285714
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-05-24,28,Air Quality Index,29.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-05-25,24,Air Quality Index,29.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-05-26,25,Air Quality Index,27
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-05-27,33,Air Quality Index,21.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-06-01,19,Air Quality Index,18.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-06-02,14,Air Quality Index,16.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-06-03,5,Air Quality Index,16.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-06-04,12,Air Quality Index,14.7142857142857
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-06-05,10,Air Quality Index,14.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-06-06,23,Air Quality Index,16.1428571428571
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-06-07,20,Air Quality Index,18.2857142857143
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-06-08,20,Air Quality Index,17.8571428571429
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-06-09,23,Air Quality Index,16.5714285714286
Juneau City and Borough,AirQualityIndex_AirPollutant,2010-06-10,20,Air Quality Index,14.2857142857143
